KEY,English(US),English(UK),Japanese,Spanish,French,German,Italian
MobileCloudInfoPart1,[C8C8C8]Backing up save data to the Cloud allows you to share it with\nother devices that use the same account to play.\n\n[68C0D8]Upload[C8C8C8]\nAll save data will be uploaded to the Cloud.\nYour current save data will be overwritten.,[C8C8C8]Backing up save data to the Cloud allows you to share it with\nother devices that use the same account to play.\n\n[68C0D8]Upload[C8C8C8]\nAll save data will be uploaded to the Cloud.\nYour current save data will be overwritten.,[C8C8C8]セーブデータをCloudにバックアップします。\n同じアカウントでプレイしている別の端末でセーブデータを共有できます。\n\n[68C0D8]◆アップロード[C8C8C8]\nアップロードボタンをタップするとゲーム内のセーブデータを全てCloudに\nアップロード（上書き）します。,[C8C8C8]Almacenar datos de guardado en la nube te permite compartirlos con otros dispositivos que usan la misma\ncuenta para jugar.\n\n[68C0D8]Subir[C8C8C8]\nTocar el botón Subir envía todos los datos de guardado del juego a la nube.\nLos datos existentes se sobrescribirán.,[C8C8C8]Effectuez une sauvegarde sur le Cloud pour pouvoir la partager avec d’autres appareils utilisant le même compte pour jouer.\n\n[68C0D8]Transférer[C8C8C8]\nAppuyez sur Transférer pour envoyer toutes les données de sauvegarde sur le Cloud.\nLes données existantes seront écrasées.,"[C8C8C8]Die Sicherung des Speicherstands in der Cloud ermöglicht es, ihn auf anderen Geräten zu teilen, die dasselbe Konto zum Spielen nutzen.\n\n[68C0D8]Upload[C8C8C8]\nAuf Upload-Taste tippen, um den Speicherstand des Spiels in die Cloud hochzuladen.\nBestehende Daten werden überschrieben.",[C8C8C8]Salvare i dati nel Cloud ti permette di condividerli con altri dispositivi utilizzando lo stesso account di gioco.\n\n[68C0D8]Trasferisci[C8C8C8]\nTutti i dati sarano salvati nel Cloud.\nI dati esistenti saranno sovrascritti.
MobileCloudInfoPart2,\n\n[78C840]Download[C8C8C8]\nAll save data on the Cloud will be downloaded.\nYour current save data will be overwritten.,\n\n[78C840]Download[C8C8C8]\nAll save data on the Cloud will be downloaded.\nYour current save data will be overwritten.,\n\n[78C840]◆ダウンロード[C8C8C8]\nダウンロードボタンをタップするとCloudのセーブデータを全てゲーム内に\nダウンロード（上書き）します。,\n\n[78C840]Descargar[C8C8C8]\nTocar el botón Descargar hace que se bajen los datos de guardado del juego de la nube.\nLos datos existentes se sobrescribirán.,\n\n[78C840]Télécharger[C8C8C8]\nAppuyez sur Télécharger pour récupérer toutes les données de sauvegarde du Cloud.\nLes données existantes seront écrasées.,"\n\n[78C840]Download[C8C8C8]\nAuf Download-Taste tippen, um den Speicherstand des Spiels aus der Cloud herunterzuladen.\nBestehende Daten werden überschrieben.",\n\n[78C840]Scarica[C8C8C8]\nTutti i dati salvati nel Cloud saranno scaricati.\nI dati esistenti saranno sovrascritti.
PCCloudInfoPart1,[C8C8C8]Backing up save data to the Cloud allows you to share it with\nother devices that use the same account to play.\n\n[68C0D8]Upload[C8C8C8]\nAll save data will be uploaded to the Cloud.\nYour current save data will be overwritten.,[C8C8C8]Backing up save data to the Cloud allows you to share it with\nother devices that use the same account to play.\n\n[68C0D8]Upload[C8C8C8]\nAll save data will be uploaded to the Cloud.\nYour current save data will be overwritten.,[C8C8C8]セーブデータをCloudにバックアップします。\n同じアカウントでプレイしている別の端末でセーブデータを共有できます。\n\n[68C0D8]◆アップロード[C8C8C8]\nアップロードボタンをクリックするとゲーム内のセーブデータを全てCloudに\nアップロード（上書き）します。,[C8C8C8]Almacenar datos de guardado en la nube te permite compartirlos con otros dispositivos que usan la misma\ncuenta para jugar.\n\n[68C0D8]Subir[C8C8C8]\nTocar el botón Subir envía todos los datos de guardado del juego a la nube.\nLos datos existentes se sobrescribirán.,[C8C8C8]Effectuez une sauvegarde sur le Cloud pour pouvoir la partager avec d’autres appareils utilisant le même compte pour jouer.\n\n[68C0D8]Transférer[C8C8C8]\nAppuyez sur Transférer pour envoyer toutes les données de sauvegarde sur le Cloud.\nLes données existantes seront écrasées.,"[C8C8C8]Die Sicherung des Speicherstands in der Cloud ermöglicht es, ihn auf anderen Geräten zu teilen, die dasselbe Konto zum Spielen nutzen.\n\n[68C0D8]Upload[C8C8C8]\nAuf Upload-Taste tippen, um den Speicherstand des Spiels in die Cloud hochzuladen.\nBestehende Daten werden überschrieben.",[C8C8C8]Salvare i dati nel Cloud ti permette di condividerli con altri dispositivi utilizzando lo stesso account di gioco.\n\n[68C0D8]Trasferisci[C8C8C8]\nTutti i dati sarano salvati nel Cloud.\nI dati esistenti saranno sovrascritti.
PCCloudInfoPart2,\n\n[78C840]Download[C8C8C8]\nAll save data on the Cloud will be downloaded.\nYour current save data will be overwritten.,\n\n[78C840]Download[C8C8C8]\nAll save data on the Cloud will be downloaded.\nYour current save data will be overwritten.,\n\n[78C840]◆ダウンロード[C8C8C8]\nダウンロードボタンをクリックするとCloudのセーブデータを全てゲーム内に\nダウンロード（上書き）します。,\n\n[78C840]Descargar[C8C8C8]\nTocar el botón Descargar hace que se bajen los datos de guardado del juego de la nube.\nLos datos existentes se sobrescribirán.,\n\n[78C840]Télécharger[C8C8C8]\nAppuyez sur Télécharger pour récupérer toutes les données de sauvegarde du Cloud.\nLes données existantes seront écrasées.,"\n\n[78C840]Download[C8C8C8]\nAuf Download-Taste tippen, um den Speicherstand des Spiels aus der Cloud herunterzuladen.\nBestehende Daten werden überschrieben.",\n\n[78C840]Scarica[C8C8C8]\nTutti i dati salvati nel Cloud saranno scaricati.\nI dati esistenti saranno sovrascritti.
UploadOverwrite,All save data on the Cloud will be overwritten.\nContinue and overwrite?,All save data on the Cloud will be overwritten.\nContinue and overwrite?,Cloudのセーブデータが全て上書きされます\nアップロードしてもよろしいですか？,Se sobrescribirán todos los datos de\n[CENT=0]guardado en la nube.\n¿Seguro que quieres subir los datos?,Toutes les données de sauvegarde du\n[CENT=0]Cloud seront écrasées.\nVoulez-vous vraiment transférer des données ?,Der Speicherstand in der Cloud wird überschrieben.\nDaten wirklich hochladen?,Tutti i dati nel Cloud saranno sovrascritti.\nVuoi continuare?
DownloadOverwrite,All the local save data will be overwritten.\nContinue and overwrite?,All the local save data will be overwritten.\nContinue and overwrite?,ゲーム内のセーブデータが全て上書きされます\nダウンロードしてもよろしいですか？,Se sobrescribirán todos los datos de\n[CENT=0]guardado del juego.\n¿Seguro que quieres descargar los datos?,Toutes les données de sauvegarde du\n[CENT=0]jeu seront écrasées.\nVoulez-vous vraiment télécharger des données ?,Der Speicherstand wird überschrieben.\nDaten wirklich herunterladen?,Tutti i dati salvati saranno sovrascritti.\nVuoi continuare?
CloudDataCorrupt,"[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]","[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]","[STRT=250,1][IMME]クラウドのセーブデータが壊れています。[TIME=-1]","[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]","[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]","[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]","[STRT=250,1][IMME]Cloud data is corrupted.[TIME=-1]"
CloudConnectionTimeout,"[STRT=250,1][IMME]Connection timeout.[TIME=-1]","[STRT=250,1][IMME]Connection timeout.[TIME=-1]","[STRT=250,1][IMME]クラウドへのアクセスに失敗しました。[TIME=-1]","[STRT=250,1][IMME]Connection timeout.[TIME=-1]","[STRT=250,1][IMME]Connection timeout.[TIME=-1]","[STRT=250,1][IMME]Connection timeout.[TIME=-1]","[STRT=250,1][IMME]Connection timeout.[TIME=-1]"
CloudFileNotFound,"[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]","[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]","[STRT=250,1][IMME]クラウドにセーブデータがありません。[TIME=-1]","[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]","[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]","[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]","[STRT=250,1][IMME]No saved data in cloud.[TIME=-1]"
CloudDataUnknownError,"[STRT=250,1][IMME]Internal error.[TIME=-1]","[STRT=250,1][IMME]Internal error.[TIME=-1]","[STRT=250,1][IMME]クラウドへアクセスで原因不明のエラーがおきました。[TIME=-1]","[STRT=250,1][IMME]Internal error.[TIME=-1]","[STRT=250,1][IMME]Internal error.[TIME=-1]","[STRT=250,1][IMME]Internal error.[TIME=-1]","[STRT=250,1][IMME]Internal error.[TIME=-1]"
CloudConnectionError,"[STRT=250,1][IMME]Connection error.[TIME=-1]",,,,,,
,,,,,,,
Combat,Combat,Combat,戦闘,Batalla,Combat,Kämpfen,Battaglia
TutorialLeftParagraphPC,You can issue commands for each character by clicking on them when their ATB gauge is full.,You can issue commands for each character by clicking on them when their ATB gauge is full.,ATBゲージがいっぱいになったら、コマンドを入力できます。\n左側のパネルからコマンドを選択してください。,Selecciona los comandos cuando la barra BTC se llene para realizar la acción.,Vous pouvez choisir une commande en cliquant sur un personnage lorsque sa jauge ATB est pleine.,"Hat sich der ATB-Balken eines Charakters gefüllt,kannst du ihm ein Kommando geben.","Quando la barra ATB è piena, clicca i comandi per assegnarli ai personaggi."
TutorialLeftParagraphMobile,You can issue commands for each character by tapping on them when their ATB gauge is full.,You can issue commands for each character by tapping on them when their ATB gauge is full.,ATBゲージがいっぱいになったら、コマンドを入力できます。\n左側のパネルからコマンドを選択してください。,Toca los comandos cuando la barra BTC se llene para realizar la acción.,Vous pouvez choisir une commande en touchant un personnage lorsque sa jauge ATB est pleine.,"Hat sich der ATB-Balken eines Charakters gefüllt,kannst du ihm ein Kommando geben.","Quando la barra ATB è piena, tocca i comandi per assegnarli ai personaggi."
TutorialRightParagraphPC,"When several characters are ready to take action, you can click their name to switch characters. Clicking on characters and enemies can also be used to change the target of actions.","When several characters are ready to take action, you can click their name to switch characters. Clicking on characters and enemies can also be used to change the target of actions.",ATBゲージがいっぱいのキャラクター名を選択するとそのキャラクターのコマンドを選択できます。\nまたキャラクターやモンスターを直接指定することでターゲットに設定できます。,"En caso de que haya varios personajes listos para usar sus comandos, selecciona primero su nombre. También puedes seleccionar a los personajes o enemigos para fijarlos como blanco de una acción.",Sélectionnez un personnage dont la jauge ATB est pleine. Vous pouvez aussi cliquer sur un personnage ou un ennemi pour en faire une cible.,Klicke auf den gewünschten Charakter sowie ein Kommando aus der Liste. Auch das Ziel des Kommandos (Charaktere oder Monster) kannst du durch direktes Anklicken bestimmen.,"Se diversi personaggi sono pronti ad attaccare, scegli quale usare cliccando il suo nome. Puoi anche cliccare un personaggio o un nemico per prenderli di mira."
TutorialRightParagraphMobile,"When several characters are ready to take action, you can tap their name to switch characters. Tapping on characters and enemies can also be used to change the target of actions.","When several characters are ready to take action, you can tap their name to switch characters. Tapping on characters and enemies can also be used to change the target of actions.",ATBゲージがいっぱいのキャラクター名を選択するとそのキャラクターのコマンドを選択できます。\nまたキャラクターやモンスターを直接指定することでターゲットに設定できます。,"En caso de que haya varios personajes listos para usar sus comandos, toca primero su nombre. También puedes tocar a personajes o enemigos para fijarlos como blanco de una acción.",Sélectionnez un personnage dont la jauge ATB est pleine. Vous pouvez aussi toucher un personnage ou un ennemi pour en faire une cible.,Tippe auf den gewünschten Charakter sowie ein Kommando aus der Liste. Auch das Ziel des Kommandos (Charaktere oder Monster) kannst du durch direktes Antippen bestimmen.,"Se diversi personaggi sono pronti ad attaccare, scegli quale usare toccando il suo nome. Puoi anche toccare un personaggio o un nemico per prenderli di mira."
TutorialBottomParagraph,"For detailed explanations, tap the question mark button on the Title Screen.","For detailed explanations, tap the question mark button on the Title Screen.",もっと詳細な説明は、タイトル画面の「？」マークからご覧下さい。,Toca el signo de interrogación en la pantalla del título para obtener más información.,"Pour plus d’explications, touchez le point d’interrogation de l’écran titre.",Für eine genauere Erklärung tippe auf das Fragezeichen-Symbol auf dem Titelbildschirm!,"Per saperne di più, tocca il punto interrogativo nella schermata iniziale."
OK,OK,OK,OK,OK,OK,OK,OK
TutorialATBIcon,tutorial_help_01_us_uk_jp_fr_gr_it,tutorial_help_01_us_uk_jp_fr_gr_it,tutorial_help_01_us_uk_jp_fr_gr_it,tutorial_help_01_es,tutorial_help_01_us_uk_jp_fr_gr_it,tutorial_help_01_us_uk_jp_fr_gr_it,tutorial_help_01_us_uk_jp_fr_gr_it
TutorialTapOnCharacterIconPC,tutorial_help_pc_02_us_uk,tutorial_help_pc_02_us_uk,tutorial_help_02_jp,tutorial_help_pc_02_es,tutorial_help_pc_02_fr,tutorial_help_pc_02_gr,tutorial_help_pc_02_it
TutorialTapOnCharacterIconMobile,tutorial_help_02_us,tutorial_help_02_us,tutorial_help_02_jp,tutorial_help_02_es,tutorial_help_02_fr,tutorial_help_02_gr,tutorial_help_02_it
,,,,,,,
TitleNewGame,title_menu_newgame,title_menu_newgame,title_menu_newgame,title_menu_newgame_es,title_menu_newgame_fr,title_menu_newgame_gr,title_menu_newgame_it
TitleContinue,title_menu_continue,title_menu_continue,title_menu_continue,title_menu_continue_es,title_menu_continue_fr,title_menu_continue_gr,title_menu_continue_it
TitleLoadGame,title_menu_loadgame,title_menu_loadgame,title_menu_loadgame,title_menu_loadgame_es,title_menu_loadgame_fr,title_menu_loadgame_gr,title_menu_loadgame_it
TitleCloud,title_menu_cloud,title_menu_cloud,title_menu_cloud,title_menu_cloud_es,title_menu_cloud_fr,title_menu_cloud_gr,title_menu_cloud_it
TitleLanguageHeaderSprite,title_language_header_01,title_language_header_01,title_language_header_00,title_language_header_03,title_language_header_02,title_language_header_04,title_language_header_05
TitleMenuSqen,title_menu_sqen_01,title_menu_sqen_01,title_menu_sqen_00,title_menu_sqen_03,title_menu_sqen_02,title_menu_sqen_04,title_menu_sqen_05
TitleBack,title_back_01,title_back_01,title_back_00,title_back_03,title_back_02,title_back_04,title_back_05
TitleInfo,title_info_00,title_info_00,title_info_00,title_info_03,title_info_02,title_info_04,title_info_04
TitleMovieGallery,title_movie_01,title_movie_01,title_movie_00,title_movie_03,title_movie_02,title_movie_04,title_movie_05
CopyrightSprite,title_copyright_us_uk_jp,title_copyright_us_uk_jp,title_copyright_us_uk_jp,title_copyright_es,title_copyright_fr,title_copyright_gr,title_copyright_it
,,,,,,,
QuitMessage,Quit game?,Quit game?,ゲームを終了しますか？,¿Quieres abandonar la partida?,Quitter le jeu ?,Spiel beenden?,Vuoi uscire dal gioco?
QuitMessageRed,*Unsaved data will be lost.,*Unsaved data will be lost.,保存していないデータは失われます。,* Se perderán los progresos no guardados.,* Les données non sauvegardées seront perdues.,* Nicht gespeicherte Daten gehen verloren.,*I dati non salvati andranno persi.
,,,,,,,
Chocograph,Chocograph,Chocograph,チョコグラフ,Chocomenú,Menu Choco,Choco-Menü,Chocomenu
Select,Select,Select,えらぶ,Elegir,Choisir,Wählen,Scegli
Cancel,Cancel,Cancel,やめる,Quitar,Annuler,Beenden,Togli
SelectChocoHelp,Chooses from\nacquired Chocographs.[ENDN],Chooses from\nacquired Chocographs.[ENDN],現在までに手に入れた、\nチョコグラフを選びます。[ENDN],Elige la chocografía\nque quieres visualizar.[ENDN],Permet de choisir\nun Chocographe\nen votre possession.[ENDN],Erhaltene Choco-Karte wählen.[ENDN],Seleziona la chocografia\nche si vuole visualizzare.[ENDN]
CancelChocoHelp,Cancels\ncurrent Chocograph.[ENDN],Cancels\ncurrent Chocograph.[ENDN],現在、設定されている\nチョコグラフをやめます。[ENDN],Quita de la pantalla la\nchocografía elegida.[ENDN],Annule le choix\ndu Chocographe.[ENDN],Gewählte Choco-Karte beenden.[ENDN],Toglie dallo schermo la\nchocografia visualizzata.[ENDN]
Inventory,Inventory:,Inventory:,所持マップ数:,Chocografías:,Chocographe:,Choco-Karten:,Chocografie:
Loc.Found,Loc.Found:,Loc.Found:,発見した宝数:,Tesoros:,Trouvé:,Schätze:,Tesori:
AbilityRequired,Ability Required:,Ability Required:,アビリティ,HABILIDADES:,COMP. CHOCOBO:,Ability,Abilità
,,,,,,,
Party,Form Party,Form Party,パーティー編成,Reemplazo,Equipe,Mitglieder,Cambio
PartyHelp1Desp,Select 1 member.,Select 1 member.,1人選んでください,Elige un personaje.,Choisissez 1 personnage.,1 Charakter wählen.,Scegli 1 personaggio.
PartyHelp2Desp,Select 2 members.,Select 2 members.,2人選んでください,Elige dos personajes.,Choisissez 2 personnages.,2 Charakter wählen.,Scegli 2 personaggi.
PartyHelp3Desp,Select 3 members.,Select 3 members.,3人選んでください,Elige tres personajes.,Choisissez 3 personnages.,3 Charakter wählen.,Scegli 3 personaggi.
PartyHelp4Desp,Select 4 members.,Select 4 Members.,4人選んでください,Elige cuatro personajes.,Choisissez 4 personnages.,4 Charakter wählen.,Scegli 4 personaggi.
EmptyCharNumber,Character {0},Character {0},キャラクタ{0},Personaje {0},Personnage No {0}.,Charakter {0},Personaggio {0}
PartySelectCharHelp,Move from this slot?,Move from this slot?,どこから移動しますか?,¿Qué personaje mueves?,D’où voulez-vous le déplacer ?,Von wo verschieben?,Da dove lo sposti?
PartyMoveCharHelp,To which slot?,To which slot?,どこへ移動しますか?,Elige la nueva posición.,Où voulez-vous le placer ?,Wohin verschieben?,Dove lo metti?
PartyStatusTextPoison,text_poison_us_uk_jp_fr,text_poison_us_uk_jp_fr,text_poison_us_uk_jp_fr,text_poison_es,text_poison_us_uk_jp_fr,text_poison_gr,text_poison_it
PartyStatusTextStone,text_stone_us_uk_jp,text_stone_us_uk_jp,text_stone_us_uk_jp,text_stone_es,text_stone_fr,text_stone_gr,text_stone_it
,,,,,,,
QuadMistConfirmSelection,"[STRT=102,3][PCHC=2,1][IMME][CENT]Confirm selection?\n[CHOO][FEED=38]Yes\n[FEED=38]No[ENDN]","[STRT=102,3][PCHC=2,1][IMME][CENT]Confirm selection?\n[CHOO][FEED=38]Yes\n[FEED=38]No[ENDN]","[STRT=100,3][PCHC=2,1][IMME][CENT]よろしいですか?\n[CHOO][FEED=38]はい\n[FEED=38]いいえ[ENDN]","[STRT=100,3][PCHC=2,1][IMME][CENT]¿Está bien así?\n[CHOO][FEED=38]Sí.\n[FEED=38]No.[ENDN]","[STRT=100,3][PCHC=2,1][IMME][CENT]Vous êtes prêt ?\n[CHOO][FEED=38]Oui\n[FEED=38]Non[ENDN]","[STRT=100,3][PCHC=2,1][IMME][CENT]Einverstanden?\n[CHOO][FEED=38]Ja.\n[FEED=38]Nein.[ENDN]","[STRT=100,3][PCHC=2,1][IMME][CENT]Va bene così?\n[CHOO][FEED=38]Sì\n[FEED=38]No[ENDN]"
QuadMistTournamentDraw,"[STRT=144,2][PCHC=2,1]The game ended in a draw.\nAnother game will begin.[ENDN]","[STRT=144,2][PCHC=2,1]The game ended in a draw.\nAnother game will begin.[ENDN]","[STRT=118,2][PCHC=2,1]ひきわけとなったため、\nもう一回ゲームを行います。[ENDN]","[STRT=136,2][PCHC=2,1]Hay que jugar otra\npartida para desempatar.[ENDN]","[STRT=146,2][PCHC=2,1]Match nul.\nUne autre partie commence.[ENDN]","[STRT=120,2][PCHC=2,1]Unentschieden. Partie \nwird wiederholt.[ENDN]","[STRT=98,2][PCHC=2,1]Fai un’altra partita\nper lo spareggio.[ENDN]"
QuadMistEndCardGame,"[STRT=130,3][PCHC=2,1][IMME][CENT]End card game?\n[CHOO][FEED=56]Yes\n[FEED=56]No[ENDN]","[STRT=130,3][PCHC=2,1][IMME][CENT]End card game?\n[CHOO][FEED=56]Yes\n[FEED=56]No[ENDN]","[STRT=130,3][PCHC=2,1][IMME][CENT]カードゲームを終了しますか?\n[CHOO][FEED=56]はい\n[FEED=56]いいえ[ENDN]","[STRT=170,3][PCHC=2,1][IMME][CENT]¿Quieres dejar de jugar?\n[CHOO][FEED=56]Sí.\n[FEED=56]No.[ENDN]","[STRT=130,4][PCHC=2,1][IMME][CENT]Voulez-vous arrêter\n[CENT]de jouer aux cartes ?\n[CHOO][FEED=56]Oui\n[FEED=56]Non[ENDN]","[STRT=130,3][PCHC=2,1][IMME][CENT]Kartenspiel beenden?\n[CHOO][FEED=56]Ja.\n[FEED=56]Nein.[ENDN]","[STRT=130,3][PCHC=2,1][IMME][CENT]Smetti di giocare?\n[CHOO][FEED=56]Sì\n[FEED=56]No[ENDN]"
QuadMistDiscardNotice,"[STRT=150,2][IMME][CENT]You have over 100 cards.\n[CENT]Select card to discard.[ENDN]","[STRT=150,2][IMME][CENT]You have over 100 cards.\n[CENT]Select card to discard.[ENDN]","[STRT=150,2][IMME][CENT]カードが100枚をこえました。\n[CENT]すてるカードを選んでください。[ENDN]","[STRT=128,3][IMME]No puedes tener más de\n100 cartas. Desecha las\nque sobran.[ENDN]","[STRT=160,2][IMME][CENT]Vous avez plus de 100 cartes.\n[CENT]Choisissez les cartes à jeter.[ENDN]","[STRT=170,3][IMME]Es können nur 100 Karten\ngetragen werden. Überschüssige\nbitte aussortieren.[ENDN]","[STRT=105,3][IMME]Non puoi avere più\ndi 100 carte. Butta\nquelle in eccedenza.[ENDN]"
QuadMistDiscardConfirm,"[STRT=84,3][PCHC=2,1][CENT][IMME]Discard?\n[CHOO]          Yes\n          No[ENDN]","[STRT=84,3][PCHC=2,1][CENT][IMME]Discard?\n[CHOO]          Yes\n          No[ENDN]","[STRT=84,3][PCHC=2,1][CENT][IMME]すてますか?\n[CHOO]     はい\n     いいえ[ENDN]","[STRT=84,4][PCHC=2,1][IMME]¿Desechas esta\ncarta?\n[CHOO]     [MOVE=18,0]Sí.\n     [MOVE=18,0]No.[ENDN]","[STRT=94,4][PCHC=2,1][IMME]Vous êtes sûr de\nvouloir la jeter ?\n[CHOO]     [MOVE=18,0]Oui\n     [MOVE=18,0]Non[ENDN]","[STRT=110,3][PCHC=2,1][IMME]Wirklich wegwerfen?\n[CHOO][MOVE=18,0][MOVE=18,0] Ja.\n[MOVE=18,0][MOVE=18,0] Nein.[ENDN]","[STRT=106,3][PCHC=2,1][IMME]Butti questa carta?\n[CHOO]      [MOVE=18,0]Sì\n      [MOVE=18,0]No[ENDN]"
QuadMistSelectStock,STOCK:,STOCK:,しょじすう:,TIENES:,NBRE:,IM INVENTAR:,POSSIEDI: 
QuadMistSelectType,TYPE:,TYPE:,しゅるい:,TIPOS:,TYPE:,SORTEN:,TIPI:
QuadMistSelectWin,Win:,Win:,WIN:,Victorias:,Gagné:,Siege:,Vittorie:
QuadMistSelectLose,Lose:,Lose:,LOSE:,Derrotas:,Perdu:,Niederlagen:,Sconfitte:
QuadMistSelectDraw,Draw:,Draw:,DRAW:,Empates:,Match Nul:,Unentschieden:,Pareggi:
QuadMistYouDontHave5Cards,"[STRT=124,2][IMME]You don’t have 5 cards.\nEnd card game.[ENDN]","[STRT=124,2][IMME]You don’t have 5 cards.\nEnd card game.[ENDN]","[STRT=165,1][IMME]手持ちのカードが5枚以上ありません。\nカードゲームを終了します。[ENDN]","[STRT=135,2][IMME]No tienes 5 cartas.\nNo puedes seguir jugando.[ENDN]","[STRT=146,2][IMME]Vous avez moins de 5 cartes.\nLa partie est terminée.[ENDN]","[STRT=160,2][IMME]Es werden mindestens 5 Karten\nbenötigt. Partie wird beendet.[ENDN]","[STRT=90,2][IMME]Non hai 5 carte.\nNon puoi giocare.[ENDN]"
QuadMistRematch,"[STRT=150,3][PCHC=2,1][IMME][CENT]Play a rematch?\n[CHOO][FEED=63]Yes\n[FEED=63]No[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]Play a rematch?\n[CHOO][FEED=63]Yes\n[FEED=63]No[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]もう一回対戦しますか?\n[CHOO][FEED=63]はい\n[FEED=63]いいえ[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]¿Quieres jugar otra partida?\n[CHOO][FEED=63]Sí.\n[FEED=63]No.[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]Encore une partie ?\n[CHOO][FEED=63]Oui\n[FEED=63]Non[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]Noch eine Partie?\n[CHOO][FEED=63]Ja.\n[FEED=63]Nein.[ENDN]","[STRT=150,3][PCHC=2,1][IMME][CENT]Fai un’altra partita?\n[CHOO][FEED=63]Sì\n[FEED=63]No[ENDN]"
QuadMistTutorial1,"[STRT=160,5][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]Select 5 cards to play.[ENDN]","[STRT=160,5][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]Select 5 cards to play.[ENDN]","[STRT=170,5][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]クアッドミストのルール\n\n[YSUB=5][CENT=0][C8C8C8]まずゲームに参加させるカードを\n[YSUB=5][CENT=0]手持ちのカードから5枚選ぶ[ENDN]","[STRT=230,6][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]─ Reglas del Tetra Master ─\n\n[YSUB=5][CENT=0][C8C8C8]Primero debes elegir las 5 cartas\n[YSUB=5][CENT=0]que utilizarás en la partida, entre\n[YSUB=5][CENT=0]las cartas que tienes en tu poder.[ENDN]","[STRT=230,5][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Les règles du Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]Avant tout, il faut choisir les 5 cartes\n[YSUB=5][CENT=0]que vous allez utiliser pour jouer.[ENDN]","[STRT=230,5][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Regeln zu Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]Zu Beginn müssen fünf Karten\n[YSUB=5][CENT=0]gewählt werden.[ENDN]","[STRT=160,4][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]TETRA MASTER\n\n[YSUB=5][CENT=0][C8C8C8]Scegliere 5 carte per giocare.[ENDN]"
